kpi_id;kpi_short_name;view_id;node_type;input_type;main_text;sub_text;Priority
E9;Water Withdrawal;running_target;plant;manual;Target is manually entered as m3 for the full plant;;1
E9;Water Withdrawal;running_target;plant_other_group;disabled;No entry;;1
E9;Water Withdrawal;running_target;apu;disabled;No entry;;1
E9;Water Withdrawal;running_target;apu_other_group;disabled;No entry;;1
E9;Water Withdrawal;running_target;totem;disabled;No entry;;1
E9;Water Withdrawal;running_target;equipment_group;disabled;No entry;;1
E9;Water Withdrawal;running_target;equipment;disabled;No entry;;1
E9;Water Withdrawal;manual_input_actual;company;auto;Only coming automatically from group standard system source Sphera;;1
E9;Water Withdrawal;manual_input_actual;division;auto;Only coming automatically from group standard system source Sphera;;1
E9;Water Withdrawal;manual_input_actual;area;auto;Only coming automatically from group standard system source Sphera;;1
E9;Water Withdrawal;manual_input_actual;regional;auto;Only coming automatically from group standard system source Sphera;;1
E9;Water Withdrawal;manual_input_actual;plant;auto;Only coming automatically from group standard system source Sphera;;1
E9;Water Withdrawal;manual_input_actual;plant_other_group;disabled;No entry;;1
E9;Water Withdrawal;manual_input_actual;apu;disabled;No entry;;1
E9;Water Withdrawal;manual_input_actual;apu_other_group;disabled;No entry;;1
E9;Water Withdrawal;manual_input_actual;totem;disabled;No entry;;1
E9;Water Withdrawal;manual_input_actual;equipment_group;disabled;No entry;;1
E9;Water Withdrawal;manual_input_actual;equipment;disabled;No entry;;1
S6;MTI;budget_target;company;disabled;No entry;;0
S6;MTI;budget_target;division;disabled;No entry;;0
S6;MTI;budget_target;area;disabled;No entry;;0
S6;MTI;budget_target;regional;disabled;No entry;;0
S6;MTI;budget_target;plant;disabled;No entry;;0
S6;MTI;budget_target;plant_other_group;disabled;No entry;;0
S6;MTI;budget_target;apu;disabled;No entry;;0
S6;MTI;budget_target;apu_other_group;disabled;No entry;;0
S6;MTI;budget_target;totem;disabled;No entry;;0
S6;MTI;budget_target;equipment_group;disabled;No entry;;0
S6;MTI;budget_target;equipment;disabled;No entry;;0
S6;MTI;running_target;company;disabled;No entry;;0
S6;MTI;running_target;division;disabled;No entry;;0
S6;MTI;running_target;area;disabled;No entry;;0
S6;MTI;running_target;regional;disabled;No entry;;0
S6;MTI;running_target;plant;disabled;No entry;;0
S6;MTI;running_target;plant_other_group;disabled;No entry;;0
S6;MTI;running_target;apu;disabled;No entry;;0
S6;MTI;running_target;apu_other_group;disabled;No entry;;0
S6;MTI;running_target;totem;disabled;No entry;;0
S6;MTI;running_target;equipment_group;disabled;No entry;;0
S6;MTI;running_target;equipment;disabled;No entry;;0
S6;MTI;manual_input_actual;company;auto;Only coming automatically from group standard system source Sphera;;0
S6;MTI;manual_input_actual;division;auto;Only coming automatically from group standard system source Sphera;;0
S6;MTI;manual_input_actual;area;auto;Only coming automatically from group standard system source Sphera;;0
S6;MTI;manual_input_actual;regional;auto;Only coming automatically from group standard system source Sphera;;0
S6;MTI;manual_input_actual;plant;auto;Only coming automatically from group standard system source Sphera;;0
S6;MTI;manual_input_actual;plant_other_group;auto;Only coming automatically from group standard system source Sphera;;0
S6;MTI;manual_input_actual;apu;auto;Only coming automatically from group standard system source Sphera;;0
S6;MTI;manual_input_actual;apu_other_group;auto;Only coming automatically from group standard system source Sphera;;0
S6;MTI;manual_input_actual;totem;auto;Only coming automatically from group standard system source Sphera;;0
S6;MTI;manual_input_actual;equipment_group;disabled;No entry;;0
S6;MTI;manual_input_actual;equipment;disabled;No entry;;0
S7;NM;budget_target;company;disabled;No entry;;0
S7;NM;budget_target;division;disabled;No entry;;0
S7;NM;budget_target;area;disabled;No entry;;0
S7;NM;budget_target;regional;disabled;No entry;;0
S7;NM;budget_target;plant;disabled;No entry;;0
S7;NM;budget_target;plant_other_group;disabled;No entry;;0
S7;NM;budget_target;apu;disabled;No entry;;0
S7;NM;budget_target;apu_other_group;disabled;No entry;;0
S7;NM;budget_target;totem;disabled;No entry;;0
S7;NM;budget_target;equipment_group;disabled;No entry;;0
S7;NM;budget_target;equipment;disabled;No entry;;0
S7;NM;running_target;company;disabled;No entry;;0
S7;NM;running_target;division;disabled;No entry;;0
S7;NM;running_target;area;disabled;No entry;;0
S7;NM;running_target;regional;disabled;No entry;;0
S7;NM;running_target;plant;disabled;No entry;;0
S7;NM;running_target;plant_other_group;disabled;No entry;;0
S7;NM;running_target;apu;disabled;No entry;;0
S7;NM;running_target;apu_other_group;disabled;No entry;;0
S7;NM;running_target;totem;disabled;No entry;;0
S7;NM;running_target;equipment_group;disabled;No entry;;0
S7;NM;running_target;equipment;disabled;No entry;;0
S7;NM;manual_input_actual;company;auto;Only coming automatically from group standard system source Sphera;;0
S7;NM;manual_input_actual;division;auto;Only coming automatically from group standard system source Sphera;;0
S7;NM;manual_input_actual;area;auto;Only coming automatically from group standard system source Sphera;;0
S7;NM;manual_input_actual;regional;auto;Only coming automatically from group standard system source Sphera;;0
S7;NM;manual_input_actual;plant;auto;Only coming automatically from group standard system source Sphera;;0
S7;NM;manual_input_actual;plant_other_group;auto;Only coming automatically from group standard system source Sphera;;0
S7;NM;manual_input_actual;apu;auto;Only coming automatically from group standard system source Sphera;;0
S7;NM;manual_input_actual;apu_other_group;auto;Only coming automatically from group standard system source Sphera;;0
S7;NM;manual_input_actual;totem;auto;Only coming automatically from group standard system source Sphera;;0
S7;NM;manual_input_actual;equipment_group;disabled;No entry;;0
S7;NM;manual_input_actual;equipment;disabled;No entry;;0
Q4;Q Exemptions;budget_target;company;;;;0
Q4;Q Exemptions;budget_target;division;;;;0
Q4;Q Exemptions;budget_target;area;;;;0
Q4;Q Exemptions;budget_target;regional;;;;0
Q4;Q Exemptions;budget_target;plant;;;;0
Q4;Q Exemptions;budget_target;plant_other_group;;;;0
Q4;Q Exemptions;budget_target;apu;;;;0
Q4;Q Exemptions;budget_target;apu_other_group;;;;0
Q4;Q Exemptions;budget_target;totem;;;;0
Q4;Q Exemptions;budget_target;equipment_group;;;;0
Q4;Q Exemptions;budget_target;equipment;;;;0
Q4;Q Exemptions;running_target;company;;;;0
Q4;Q Exemptions;running_target;division;;;;0
Q4;Q Exemptions;running_target;area;;;;0
Q4;Q Exemptions;running_target;regional;;;;0
Q4;Q Exemptions;running_target;plant;;;;0
Q4;Q Exemptions;running_target;plant_other_group;;;;0
Q4;Q Exemptions;running_target;apu;;;;0
Q4;Q Exemptions;running_target;apu_other_group;;;;0
Q4;Q Exemptions;running_target;totem;;;;0
Q4;Q Exemptions;running_target;equipment_group;;;;0
Q4;Q Exemptions;running_target;equipment;;;;0
Q4;Q Exemptions;manual_input_actual;company;;;;0
Q4;Q Exemptions;manual_input_actual;division;;;;0
Q4;Q Exemptions;manual_input_actual;area;;;;0
Q4;Q Exemptions;manual_input_actual;regional;;;;0
Q4;Q Exemptions;manual_input_actual;plant;;;;0
Q4;Q Exemptions;manual_input_actual;plant_other_group;;;;0
Q4;Q Exemptions;manual_input_actual;apu;;;;0
Q4;Q Exemptions;manual_input_actual;apu_other_group;;;;0
Q4;Q Exemptions;manual_input_actual;totem;;;;0
Q4;Q Exemptions;manual_input_actual;equipment_group;;;;0
Q4;Q Exemptions;manual_input_actual;equipment;;;;0
Q16;Q Capability Score;budget_target;company;;;;0
Q16;Q Capability Score;budget_target;division;;;;0
Q16;Q Capability Score;budget_target;area;;;;0
Q16;Q Capability Score;budget_target;regional;;;;0
Q16;Q Capability Score;budget_target;plant;;;;0
Q16;Q Capability Score;budget_target;plant_other_group;;;;0
Q16;Q Capability Score;budget_target;apu;;;;0
Q16;Q Capability Score;budget_target;apu_other_group;;;;0
Q16;Q Capability Score;budget_target;totem;;;;0
Q16;Q Capability Score;budget_target;equipment_group;;;;0
Q16;Q Capability Score;budget_target;equipment;;;;0
Q16;Q Capability Score;running_target;company;;;;0
Q16;Q Capability Score;running_target;division;;;;0
Q16;Q Capability Score;running_target;area;;;;0
Q16;Q Capability Score;running_target;regional;;;;0
Q16;Q Capability Score;running_target;plant;;;;0
Q16;Q Capability Score;running_target;plant_other_group;;;;0
Q16;Q Capability Score;running_target;apu;;;;0
Q16;Q Capability Score;running_target;apu_other_group;;;;0
Q16;Q Capability Score;running_target;totem;;;;0
Q16;Q Capability Score;running_target;equipment_group;;;;0
Q16;Q Capability Score;running_target;equipment;;;;0
Q16;Q Capability Score;manual_input_actual;company;;;;0
Q16;Q Capability Score;manual_input_actual;division;;;;0
Q16;Q Capability Score;manual_input_actual;area;;;;0
Q16;Q Capability Score;manual_input_actual;regional;;;;0
Q16;Q Capability Score;manual_input_actual;plant;;;;0
Q16;Q Capability Score;manual_input_actual;plant_other_group;;;;0
Q16;Q Capability Score;manual_input_actual;apu;;;;0
Q16;Q Capability Score;manual_input_actual;apu_other_group;;;;0
Q16;Q Capability Score;manual_input_actual;totem;;;;0
Q16;Q Capability Score;manual_input_actual;equipment_group;;;;0
Q16;Q Capability Score;manual_input_actual;equipment;;;;0
Q9;IQI PPM;budget_target;company;;;;0
Q9;IQI PPM;budget_target;division;;;;0
Q9;IQI PPM;budget_target;area;;;;0
Q9;IQI PPM;budget_target;regional;;;;0
Q9;IQI PPM;budget_target;plant;;;;0
Q9;IQI PPM;budget_target;plant_other_group;;;;0
Q9;IQI PPM;budget_target;apu;;;;0
Q9;IQI PPM;budget_target;apu_other_group;;;;0
Q9;IQI PPM;budget_target;totem;;;;0
Q9;IQI PPM;budget_target;equipment_group;;;;0
Q9;IQI PPM;budget_target;equipment;;;;0
Q9;IQI PPM;running_target;company;;;;0
Q9;IQI PPM;running_target;division;;;;0
Q9;IQI PPM;running_target;area;;;;0
Q9;IQI PPM;running_target;regional;;;;0
Q9;IQI PPM;running_target;plant;;;;0
Q9;IQI PPM;running_target;plant_other_group;;;;0
Q9;IQI PPM;running_target;apu;;;;0
Q9;IQI PPM;running_target;apu_other_group;;;;0
Q9;IQI PPM;running_target;totem;;;;0
Q9;IQI PPM;running_target;equipment_group;;;;0
Q9;IQI PPM;running_target;equipment;;;;0
Q9;IQI PPM;manual_input_actual;company;;;;0
Q9;IQI PPM;manual_input_actual;division;;;;0
Q9;IQI PPM;manual_input_actual;area;;;;0
Q9;IQI PPM;manual_input_actual;regional;;;;0
Q9;IQI PPM;manual_input_actual;plant;;;;0
Q9;IQI PPM;manual_input_actual;plant_other_group;;;;0
Q9;IQI PPM;manual_input_actual;apu;;;;0
Q9;IQI PPM;manual_input_actual;apu_other_group;;;;0
Q9;IQI PPM;manual_input_actual;totem;;;;0
Q9;IQI PPM;manual_input_actual;equipment_group;;;;0
Q9;IQI PPM;manual_input_actual;equipment;;;;0
Q13;Warranty Cost;budget_target;company;;;;0
Q13;Warranty Cost;budget_target;division;;;;0
Q13;Warranty Cost;budget_target;area;;;;0
Q13;Warranty Cost;budget_target;regional;;;;0
Q13;Warranty Cost;budget_target;plant;;;;0
Q13;Warranty Cost;budget_target;plant_other_group;;;;0
Q13;Warranty Cost;budget_target;apu;;;;0
Q13;Warranty Cost;budget_target;apu_other_group;;;;0
Q13;Warranty Cost;budget_target;totem;;;;0
Q13;Warranty Cost;budget_target;equipment_group;;;;0
Q13;Warranty Cost;budget_target;equipment;;;;0
Q13;Warranty Cost;running_target;company;;;;0
Q13;Warranty Cost;running_target;division;;;;0
Q13;Warranty Cost;running_target;area;;;;0
Q13;Warranty Cost;running_target;regional;;;;0
Q13;Warranty Cost;running_target;plant;;;;0
Q13;Warranty Cost;running_target;plant_other_group;;;;0
Q13;Warranty Cost;running_target;apu;;;;0
Q13;Warranty Cost;running_target;apu_other_group;;;;0
Q13;Warranty Cost;running_target;totem;;;;0
Q13;Warranty Cost;running_target;equipment_group;;;;0
Q13;Warranty Cost;running_target;equipment;;;;0
Q13;Warranty Cost;manual_input_actual;company;;;;0
Q13;Warranty Cost;manual_input_actual;division;;;;0
Q13;Warranty Cost;manual_input_actual;area;;;;0
Q13;Warranty Cost;manual_input_actual;regional;;;;0
Q13;Warranty Cost;manual_input_actual;plant;;;;0
Q13;Warranty Cost;manual_input_actual;plant_other_group;;;;0
Q13;Warranty Cost;manual_input_actual;apu;;;;0
Q13;Warranty Cost;manual_input_actual;apu_other_group;;;;0
Q13;Warranty Cost;manual_input_actual;totem;;;;0
Q13;Warranty Cost;manual_input_actual;equipment_group;;;;0
Q13;Warranty Cost;manual_input_actual;equipment;;;;0
D10;PO@TLT;budget_target;company;;;;0
D10;PO@TLT;budget_target;division;;;;0
D10;PO@TLT;budget_target;area;;;;0
D10;PO@TLT;budget_target;regional;;;;0
D10;PO@TLT;budget_target;plant;manual;Enter Target in % for the full Plant;;0
D10;PO@TLT;budget_target;plant_other_group;manual;Enter Target in % for the parts of the plant that isn't covered by the underlying APU’s.;;0
D10;PO@TLT;budget_target;apu;manual;Enter Target in % for the specific APU.;;0
D10;PO@TLT;budget_target;apu_other_group;disabled;No entry;;0
D10;PO@TLT;budget_target;totem;disabled;No entry;;0
D10;PO@TLT;budget_target;equipment_group;;;;0
D10;PO@TLT;budget_target;equipment;;;;0
D10;PO@TLT;running_target;company;;;;0
D10;PO@TLT;running_target;division;;;;0
D10;PO@TLT;running_target;area;;;;0
D10;PO@TLT;running_target;regional;;;;0
D10;PO@TLT;running_target;plant;;;;0
D10;PO@TLT;running_target;plant_other_group;;;;0
D10;PO@TLT;running_target;apu;;;;0
D10;PO@TLT;running_target;apu_other_group;;;;0
D10;PO@TLT;running_target;totem;;;;0
D10;PO@TLT;running_target;equipment_group;;;;0
D10;PO@TLT;running_target;equipment;;;;0
D10;PO@TLT;manual_input_actual;company;;;;0
D10;PO@TLT;manual_input_actual;division;;;;0
D10;PO@TLT;manual_input_actual;area;;;;0
D10;PO@TLT;manual_input_actual;regional;;;;0
D10;PO@TLT;manual_input_actual;plant;;;;0
D10;PO@TLT;manual_input_actual;plant_other_group;;;;0
D10;PO@TLT;manual_input_actual;apu;;;;0
D10;PO@TLT;manual_input_actual;apu_other_group;;;;0
D10;PO@TLT;manual_input_actual;totem;;;;0
D10;PO@TLT;manual_input_actual;equipment_group;;;;0
D10;PO@TLT;manual_input_actual;equipment;;;;0
D17;SOTTR;budget_target;company;;;;0
D17;SOTTR;budget_target;division;;;;0
D17;SOTTR;budget_target;area;;;;0
D17;SOTTR;budget_target;regional;;;;0
D17;SOTTR;budget_target;plant;;;;0
D17;SOTTR;budget_target;plant_other_group;;;;0
D17;SOTTR;budget_target;apu;;;;0
D17;SOTTR;budget_target;apu_other_group;;;;0
D17;SOTTR;budget_target;totem;;;;0
D17;SOTTR;budget_target;equipment_group;;;;0
D17;SOTTR;budget_target;equipment;;;;0
D17;SOTTR;running_target;company;;;;0
D17;SOTTR;running_target;division;;;;0
D17;SOTTR;running_target;area;;;;0
D17;SOTTR;running_target;regional;;;;0
D17;SOTTR;running_target;plant;;;;0
D17;SOTTR;running_target;plant_other_group;;;;0
D17;SOTTR;running_target;apu;;;;0
D17;SOTTR;running_target;apu_other_group;;;;0
D17;SOTTR;running_target;totem;;;;0
D17;SOTTR;running_target;equipment_group;;;;0
D17;SOTTR;running_target;equipment;;;;0
D17;SOTTR;manual_input_actual;company;;;;0
D17;SOTTR;manual_input_actual;division;;;;0
D17;SOTTR;manual_input_actual;area;;;;0
D17;SOTTR;manual_input_actual;regional;;;;0
D17;SOTTR;manual_input_actual;plant;;;;0
D17;SOTTR;manual_input_actual;plant_other_group;;;;0
D17;SOTTR;manual_input_actual;apu;;;;0
D17;SOTTR;manual_input_actual;apu_other_group;;;;0
D17;SOTTR;manual_input_actual;totem;;;;0
D17;SOTTR;manual_input_actual;equipment_group;;;;0
D17;SOTTR;manual_input_actual;equipment;;;;0
I5;Inventory Value;budget_target;company;;;;0
I5;Inventory Value;budget_target;division;;;;0
I5;Inventory Value;budget_target;area;;;;0
I5;Inventory Value;budget_target;regional;;;;0
I5;Inventory Value;budget_target;plant;;;;0
I5;Inventory Value;budget_target;plant_other_group;;;;0
I5;Inventory Value;budget_target;apu;;;;0
I5;Inventory Value;budget_target;apu_other_group;;;;0
I5;Inventory Value;budget_target;totem;;;;0
I5;Inventory Value;budget_target;equipment_group;;;;0
I5;Inventory Value;budget_target;equipment;;;;0
I5;Inventory Value;running_target;company;;;;0
I5;Inventory Value;running_target;division;;;;0
I5;Inventory Value;running_target;area;;;;0
I5;Inventory Value;running_target;regional;;;;0
I5;Inventory Value;running_target;plant;;;;0
I5;Inventory Value;running_target;plant_other_group;;;;0
I5;Inventory Value;running_target;apu;;;;0
I5;Inventory Value;running_target;apu_other_group;;;;0
I5;Inventory Value;running_target;totem;;;;0
I5;Inventory Value;running_target;equipment_group;;;;0
I5;Inventory Value;running_target;equipment;;;;0
I5;Inventory Value;manual_input_actual;company;;;;0
I5;Inventory Value;manual_input_actual;division;;;;0
I5;Inventory Value;manual_input_actual;area;;;;0
I5;Inventory Value;manual_input_actual;regional;;;;0
I5;Inventory Value;manual_input_actual;plant;;;;0
I5;Inventory Value;manual_input_actual;plant_other_group;;;;0
I5;Inventory Value;manual_input_actual;apu;;;;0
I5;Inventory Value;manual_input_actual;apu_other_group;;;;0
I5;Inventory Value;manual_input_actual;totem;;;;0
I5;Inventory Value;manual_input_actual;equipment_group;;;;0
I5;Inventory Value;manual_input_actual;equipment;;;;0
